signature	rank	gene	source	doi	source_table
Endothelial cells	30	HYAL2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	1	C1QC	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	2	CD5L	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	3	MARCO	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	4	CD163	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	5	MS4A7	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	6	CFD	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	7	HMOX1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	8	FOLR2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	9	SDC3	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	10	FCGR3A	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	11	CETP	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	12	CD68	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	13	CPVL	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	14	MS4A4A	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	15	VCAM1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	16	AXL	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	17	VSIG4	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	18	FGL2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	19	CREG1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	20	CFP	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	21	MPEG1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	22	CCL3L3	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	23	LILRB5	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	24	CYBB	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	25	MSR1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	26	VMO1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	27	MRC1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	28	FAM26F	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	29	IGSF6	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Kupffer cells	30	GPNMB	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	1	FCER1A	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	2	CLEC10A	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	3	HLA-DMB	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	4	HLA-DQA2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	5	CPVL	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	6	GPR183	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	7	RGS10	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	8	RNASE6	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	9	RGS1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	10	IL1B	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	11	MNDA	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	12	JAML	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	13	SPI1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	14	CD1C	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	15	CD83	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	16	IGSF6	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	17	CD68	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	18	LGALS2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	19	PHACTR1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	20	IFI30	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	21	PLD4	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	22	VSIG4	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	23	PLAUR	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	24	PKIB	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	25	LY86	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	26	CD1E	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	27	CAPG	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	28	CLEC7A	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	29	FCGR2A	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Macrophages	30	CSF2RA	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	1	S100A9	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	2	S100A8	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	3	FCN1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	4	CSTA	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	5	VCAN	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	6	MNDA	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	7	S100A12	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	8	IFI30	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	9	SPI1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	10	LGALS2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	11	CFD	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	12	CYBB	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	13	STXBP2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	14	PLAUR	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	15	IL1B	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	16	CLEC12A	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	17	C5AR1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	18	FGL2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	19	CLEC7A	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	20	BCL2A1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	21	APOBEC3A	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	22	CFP	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	23	JAML	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	24	TNFSF13B	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	25	NCF2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	26	HCK	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	27	FPR1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	28	CD68	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	29	PILRA	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
Monocytes	30	FAM26F	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	1	GNLY	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	2	PRF1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	3	CD7	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	4	XCL1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	5	GZMA	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	6	KLRD1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	7	CST7	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	8	KLRB1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	9	GZMB	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	10	XCL2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	11	CTSW	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	12	CCL5	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	13	KLRF1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	14	FGFBP2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	15	CD247	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	16	TRDC	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	17	IL2RB	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	18	CLIC3	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	19	HOPX	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	20	CD160	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	21	PYHIN1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	22	GZMM	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	23	SPON2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	24	CD69	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	25	MATK	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	26	IFNG	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	27	STK17A	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	28	ALOX5AP	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	29	KLRC1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
NK cells	30	APOBEC3G	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S1
CD14+Monocytes	1	S100A8	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD14+Monocytes	2	S100A9	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD14+Monocytes	3	S100A12	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD14+Monocytes	4	VCAN	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD14+Monocytes	5	LYZ	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD14+Monocytes	6	S100A6	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD14+Monocytes	7	FCN1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD14+Monocytes	8	S100A4	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD14+Monocytes	9	CSTA	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD14+Monocytes	10	MNDA	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD16+Monocytes	1	CDKN1C	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD16+Monocytes	2	HES4	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD16+Monocytes	3	TCF7L2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD16+Monocytes	4	CD79B	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD16+Monocytes	5	MTSS1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD16+Monocytes	6	LILRA1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD16+Monocytes	7	TPPP3	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD16+Monocytes	8	LILRA5	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD16+Monocytes	9	CX3CR1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD16+Monocytes	10	SLC24A4	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD16+Monocytes	11	S1PR4	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD16+Monocytes	12	FAM110A	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD16+Monocytes	13	OAS1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD16+Monocytes	14	CDH23	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD16+Monocytes	15	MYO1G	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD16+Monocytes	16	SLC2A6	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD16+Monocytes	17	ZNF703	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD16+Monocytes	18	IFITM1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD16+Monocytes	19	GPBAR1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
CD16+Monocytes	20	TESC	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C0	1	FCN1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C0	2	SERPINA1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C0	3	SAT1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C0	4	APOBEC3A	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C0	5	IFI30	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C0	6	CD52	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C0	7	NEAT1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C0	8	LGALS2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C0	9	CSTA	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C0	10	LST1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C1	1	FCER1A	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C1	2	CD1C	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C1	3	CD1E	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C1	4	FCGR2B	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C1	5	PKIB	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C1	6	NDRG2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C1	7	PLD4	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C1	8	IL1R2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C1	9	CACNA2D3	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C1	10	ADAM28	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C1	11	CCND2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C1	12	ADAM8	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C1	13	GPAT3	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C1	14	FILIP1L	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C1	15	SLC38A1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C1	16	HLA-DOA	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C1	17	TMEM109	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C1	18	KCNK6	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C1	19	AXL	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C1	20	RALA	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C2	1	LPAR6	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C2	2	TREM2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C2	3	CLEC10A	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C2	4	FCGR2B	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C2	5	LTC4S	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C2	6	HLA-DQA2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C2	7	RGS1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C2	8	FCGR2A	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C2	9	HLA-DQB2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C2	10	F13A1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C2	11	LAIR1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C2	12	GSN	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C2	13	DRAM2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C2	14	GPR183	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C2	15	SLAMF8	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C2	16	HLA-DOA	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C2	17	SGK1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C2	18	ADAM28	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C2	19	SDS	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Macrophages C2	20	ABHD12	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Profibrotic Macrophages	1	OTOA	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Profibrotic Macrophages	2	GPNMB	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Profibrotic Macrophages	3	TREM2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Profibrotic Macrophages	4	PLA2G7	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Profibrotic Macrophages	5	CD9	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Profibrotic Macrophages	6	CYP27A1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Profibrotic Macrophages	7	MGLL	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Profibrotic Macrophages	8	ACP5	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Profibrotic Macrophages	9	SDS	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Profibrotic Macrophages	10	VAT1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Profibrotic Macrophages	11	NPL	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Profibrotic Macrophages	12	SLC38A6	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Profibrotic Macrophages	13	SDSL	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Profibrotic Macrophages	14	SPP1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Profibrotic Macrophages	15	MITF	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Profibrotic Macrophages	16	CPM	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Profibrotic Macrophages	17	AMDHD2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Profibrotic Macrophages	18	DNASE2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Profibrotic Macrophages	19	GLMP	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Profibrotic Macrophages	20	FBP1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Kupffer cells	1	CD5L	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Kupffer cells	2	SEPP1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Kupffer cells	3	SLC40A1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Kupffer cells	4	MARCO	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Kupffer cells	5	APOE	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Kupffer cells	6	LGMN	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Kupffer cells	7	VCAM1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Kupffer cells	8	SDC3	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Kupffer cells	9	CXCL12	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Kupffer cells	10	CETP	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Kupffer cells	11	FOLR2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Kupffer cells	12	LYVE1	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Kupffer cells	13	LILRB5	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Kupffer cells	14	FABP3	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Kupffer cells	15	RND3	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Kupffer cells	16	SCD	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Kupffer cells	17	SMPDL3A	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Kupffer cells	18	TIMD4	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Kupffer cells	19	SLC7A8	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
Kupffer cells	20	C2	He et al. 2023	10.1186/s12967-023-04300-6	Additional file 2 Table S3
